// This file is generated automatically. All manually added changes will be removed when running the Converter.
// Map 008-3-0: Rossy Cave mobs
008-3-0,117,101,18,11	monster	Ratto	1005,7,35000,15000
008-3-0,130,88,0,0	monster	Ruby Vein	1051,1,600000,60000
008-3-0,122,94,0,0	monster	Ruby Vein	1051,1,600000,60000
008-3-0,31,181,0,0	monster	Sapphire Vein	1053,1,600000,60000
008-3-0,31,198,0,0	monster	Sapphire Vein	1053,1,600000,60000
008-3-0,135,127,0,0	monster	Topaz Vein	1054,1,600000,60000
008-3-0,120,125,0,0	monster	Topaz Vein	1054,1,600000,60000
008-3-0,31,112,0,0	monster	Amethyst Vein	1055,1,600000,60000
008-3-0,24,123,0,0	monster	Amethyst Vein	1055,1,600000,60000
008-3-0,193,123,0,0	monster	Emerald Vein	1052,1,600000,60000
008-3-0,204,116,0,0	monster	Emerald Vein	1052,1,600000,60000
008-3-0,89,168,0,0	monster	Diamond Vein	1045,1,600000,60000
008-3-0,132,192,0,0	monster	Sapphire Vein	1053,1,600000,60000
008-3-0,39,174,0,0	monster	Amethyst Vein	1055,1,600000,60000
008-3-0,44,174,0,0	monster	Topaz Vein	1054,1,600000,60000
008-3-0,118,196,0,0	monster	Emerald Vein	1052,1,600000,60000
008-3-0,65,105,0,0	monster	Diamond Vein	1045,1,600000,60000
008-3-0,143,139,0,0	monster	Gem Veinbloc	1069,1,600000,60000
008-3-0,156,121,0,0	monster	Gem Veinbloc	1069,1,600000,60000
008-3-0,155,166,0,0	monster	Gem Veinbloc	1069,1,600000,60000
008-3-0,125,162,0,0	monster	Gem Veinbloc	1069,1,600000,60000
008-3-0,107,141,0,0	monster	Gem Veinbloc	1069,1,600000,60000
008-3-0,77,148,0,0	monster	Gem Veinbloc	1069,1,600000,60000
008-3-0,62,119,0,0	monster	Gem Veinbloc	1069,1,600000,60000
008-3-0,162,95,0,0	monster	Coal Veinbloc	1071,1,600000,60000
008-3-0,157,66,0,0	monster	Coal Veinbloc	1071,1,600000,60000
008-3-0,112,60,0,0	monster	Coal Veinbloc	1071,1,600000,60000
008-3-0,66,54,0,0	monster	Coal Veinbloc	1071,1,600000,60000
008-3-0,63,91,0,0	monster	Gold Veinbloc	1070,1,600000,60000
008-3-0,76,127,0,0	monster	Gold Veinbloc	1070,1,600000,60000
008-3-0,111,148,0,0	monster	Gold Veinbloc	1070,1,600000,60000
008-3-0,101,27,3,4	monster	Poison Skull	1100,1,35000,60000
008-3-0,165,28,3,4	monster	Poison Skull	1100,1,35000,60000
008-3-0,199,67,3,4	monster	Poison Skull	1100,1,35000,60000
008-3-0,199,109,3,4	monster	Poison Skull	1100,1,35000,60000
008-3-0,197,194,3,4	monster	Poison Skull	1100,1,35000,60000
008-3-0,133,199,3,4	monster	Poison Skull	1100,1,35000,60000
008-3-0,34,194,3,4	monster	Poison Skull	1100,1,35000,60000
008-3-0,26,111,3,4	monster	Poison Skull	1100,1,35000,60000
008-3-0,88,48,0,0	monster	Coal Vein	1048,1,600000,60000
008-3-0,100,49,0,0	monster	Coal Vein	1048,1,600000,60000
008-3-0,130,44,0,0	monster	Coal Vein	1048,1,600000,60000
008-3-0,67,47,0,0	monster	Coal Vein	1048,1,600000,60000
008-3-0,124,94,0,0	monster	Coal Vein	1048,1,600000,60000
008-3-0,158,60,0,0	monster	Coal Vein	1048,1,600000,60000
008-3-0,56,53,0,0	monster	Iron Vein	1047,1,600000,60000
008-3-0,55,98,0,0	monster	Iron Vein	1047,1,600000,60000
008-3-0,62,103,0,0	monster	Iron Vein	1047,1,600000,60000
008-3-0,69,125,0,0	monster	Iron Vein	1047,1,600000,60000
008-3-0,62,153,0,0	monster	Iron Vein	1047,1,600000,60000
008-3-0,96,145,0,0	monster	Iron Vein	1047,1,600000,60000
